Kỳ dữ liệu,Cặp phân tích,Chiều 1,Giá trị chiều 1,Chiều 2,Giá trị chiều 2,Cấp sản phẩm,Số dòng nguồn,Ads Cost (VND),Nguồn,Sheet,Dòng nguồn,Mapping version,Trạng thái coverage,Lý do,Bước xử lý
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Đậu Nành Mix Khoáng PowerX,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Mix Đậu Nành Tofuu.X,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Engagement - Messaging,Ngành hàng,2,7547101,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"24,25",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Engagement - Post engagement,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Sales - Purchase,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Awareness - Ad recall,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Cát nói chung,Campaign objective,Chưa xác định,Ngành hàng,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Engagement - Messaging,Shared/Unmapped,7,15174121,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"48,49,50,57,58,59,60",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Engagement - Post engagement,Shared/Unmapped,1,96919,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,51,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Sales - Purchase,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Awareness - Ad recall,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-04,Sản phẩm × Campaign objective,Sản phẩm,Shared/Unmapped,Campaign objective,Chưa xác định,Shared/Unmapped,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,1,5576822,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,86,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,2,1733762,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"87,88",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Sales - Purchase,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Vi sinh khử mùi,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,2,7300874,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"80,89",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,1,863692,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,68,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Sales - Purchase,Nhóm sản phẩm,2,5671348,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"69,85",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,1,4026169,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,66,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Sắn Natural,Campaign objective,Chưa xác định,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,2,8989563,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"76,77",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,2,273191,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"81,82",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,1,6062606,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,70,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Sales - Purchase [Suy luận từ tên Campaign],Nhóm sản phẩm,1,4037808,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,67,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Awareness - Ad recall,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Mix PerformX,Campaign objective,Chưa xác định,Nhóm sản phẩm,1,185945,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,75,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Engagement - Messaging,Nhóm sản phẩm,4,8174551,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,"71,72,73,74",Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Engagement - Post engagement,Nhóm sản phẩm,,,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Chưa quan sát tổ hợp trong phạm vi đã kiểm tra,Không có dòng Campaign được gắn vào tổ hợp này; không được đổi thành Ads Cost = 0.,Giữ giá trị trống; kiểm tra lại khi mapping/source thay đổi.
2026-05,Sản phẩm × Campaign objective,Sản phẩm,Cát Khoáng MineralX,Campaign objective,Sales - Purchase,Nhóm sản phẩm,1,2498200,JOYCAT_CAMPAIGN_3_THANG_CO_CHI_PHI_OBJECTIVE_DEMO.xlsx,Campaign_3_tháng,83,Objective: human-curated hiện hành; Sản phẩm: inference_name_v0,Tính được một phần bằng human mapping,Objective suy luận được Duy cho phép dùng; sản phẩm mới suy luận tới nhóm/ngành hàng hoặc Shared.,Giữ metadata Objective; owner duyệt product mapping hoặc xin Ads ID → Item ID/SKU.
